# ISO 639 language table used by Nmkoder to name audio and subtitle tracks.
# Generated by .github/scripts/gen-iso639.py - edit that, not this file.
#
# Sources: ISO 639-3 register via pycountry 26.2.16, native names (autonyms)
# via langcodes/language_data 3.5.1, which draws on Unicode CLDR.
#
# The family column is intentionally blank: no register maps languages to families,
# and Aliases.cs stores the field without ever reading it. Kept for column layout.
Family,English Name,Native Name,ISO 639-1,ISO 639-2/T,ISO 639-2/B
,Macaguaje,Macaguaje,,mcl,
,Macaguán,Macaguán,,mbn,
,Macanese,Macanese,,mzs,
,Macedo-Romanian,armãneashti,,rup,
,Machame,Kimachame,,jmc,
,Machiguenga,Machiguenga,,mcb,
,Machinere,Machinere,,mpd,
,Machinga,Machinga,,mvw,
,Maco,Maco,,wpc,
,Macuna,Macuna,,myy,
,Macushi,Macushi,,mbc,
,Mada (Cameroon),Mada (Cameroon),,mxu,
,Mada (Nigeria),Mada (Nigeria),,mda,
,Madagascar Sign Language,Madagascar Sign Language,,mzc,
,Madak,Madak,,mmx,
,Madhi Madhi,Madhi Madhi,,dmd,
,Madi,Madi,,grg,
,Madurese,Madurese,,mad,
,Mae,Mae,,mme,
,Maek,Maek,,hmk,
,Maeng Itneg,Maeng Itneg,,itt,
,Mafa,Mafa,,maf,
,Mafea,Mafea,,mkv,
,Mag-antsi Ayta,Mag-antsi Ayta,,sgb,
,Mag-Indi Ayta,Mag-Indi Ayta,,blx,
,Magahi,Magahi,,mag,
,Magbukun Ayta,Magbukun Ayta,,ayt,
,Magdalena Peñasco Mixtec,Magdalena Peñasco Mixtec,,xtm,
,Magoma,Magoma,,gmx,
,Magori,Magori,,zgr,
,Maguindanaon,Maguindanaon,,mdh,
,Magɨ (Madang Province),Magɨ (Madang Province),,gkd,
,Magɨyi,Magɨyi,,gmg,
,Mahali,Mahali,,mjx,
,Mahasu Pahari,Mahasu Pahari,,bfz,
,Mahican,Mahican,,mjy,
,Mahongwe,Mahongwe,,mhb,
,Mahou,Mahou,,mxx,
,Mai Brat,Mai Brat,,ayz,
,Maia,Maia,,sks,
,Maiadomu,Maiadomu,,mzz,
,Maiani,Maiani,,tnh,
,Maii,Maii,,mmm,
,Mailu,Mailu,,mgu,
,Maindo,Maindo,,cwb,
,Mainfränkisch,Main-Franconian,,vmf,
,Mainstream Kenyah,Mainstream Kenyah,,xkl,
,Mairasi,Mairasi,,zrs,
,Maisin,Maisin,,mbq,
,Maithili,मैथिली,,mai,
,Maiwa (Indonesia),Maiwa (Indonesia),,wmm,
,Maiwa (Papua New Guinea),Maiwa (Papua New Guinea),,mti,
,Maiwala,Maiwala,,mum,
,Majang,Majang,,mpe,
,Majera,Majera,,xmj,
,Majhi,Majhi,,mjz,
,Majhwar,Majhwar,,mmj,
,Majukayang Kalinga,Majukayang Kalinga,,kmd,
,Mak (China),Mak (China),,mkg,
,Mak (Nigeria),Mak (Nigeria),,pbl,
,Makaa,Makaa,,mcp,
,Makah,Makah,,myh,
,Makalero,Makalero,,mjb,
,Makasae,Makasae,,mkz,
,Makasar,Makasar,,mak,
,Makassar Malay,Makassar Malay,,mfp,
,Makayam,Makayam,,aup,
,Makhuwa,emakhuwa,,vmw,
,Makhuwa-Marrevone,Makhuwa-Marrevone,,xmc,
,Makhuwa-Meetto,Makua,,mgh,
,Makhuwa-Moniga,Makhuwa-Moniga,,mhm,
,Makhuwa-Saka,Makhuwa-Saka,,xsq,
,Makhuwa-Shirima,Makhuwa-Shirima,,vmk,
,Maklew,Maklew,,mgf,
,Makolkol,Makolkol,,zmh,
,Makonde,Chimakonde,,kde,
,Maku'a,Maku'a,,lva,
,Makuri Naga,Makuri Naga,,jmn,
,Makuráp,Makuráp,,mpu,
,Makwe,Makwe,,ymk,
,Makyan Naga,Makyan Naga,,umn,
,Mal,Mal,,mlf,
,Mal Paharia,Mal Paharia,,mkb,
,Mala (Nigeria),Mala (Nigeria),,ruy,
,Mala (Papua New Guinea),Mala (Papua New Guinea),,ped,
,Mala Malasar,Mala Malasar,,ima,
,Malaccan Creole Malay,Malaccan Creole Malay,,ccm,
,Malaccan Creole Portuguese,Malaccan Creole Portuguese,,mcm,
,Malak Malak,Malak Malak,,mpb,
,Malalamai,Malalamai,,mmt,
,Malango,Malango,,mln,
,Malankuravan,Malankuravan,,mjo,
,Malapandaram,Malapandaram,,mjp,
,Malaryan,Malaryan,,mjq,
,Malas,Malas,,mkr,
,Malasar,Malasar,,ymr,
,Malavedan,Malavedan,,mjr,
,Malawi Lomwe,Malawi Lomwe,,lon,
,Malawi Sena,Malawi Sena,,swk,
,Malawian Sign Language,Malawian Sign Language,,lws,
,Malay (individual language),Malay (individual language),,zlm,
,Malayic Dayak,Malayic Dayak,,xdy,
,Malaynon,Malaynon,,mlz,
,Malayo,Malayo,,mbp,
,Malaysian Sign Language,Malaysian Sign Language,,xml,
,Malba Birifor,Malba Birifor,,bfo,
,Male (Ethiopia),Male (Ethiopia),,mdy,
,Male (Papua New Guinea),Male (Papua New Guinea),,mdc,
,Malecite-Passamaquoddy,Maliseet-Passamaquoddy,,pqm,
,Maleng,Maleng,,pkt,
,Maleu-Kilenge,Maleu-Kilenge,,mgl,
,Malfaxal,Malfaxal,,mlx,
,Malgana,Malgana,,vml,
,Malgbe,Malgbe,,mxf,
,Mali,Mali,,gcc,
,Malila,Malila,,mgq,
,Malimba,Malimba,,mzd,
,Malimpung,Malimpung,,mli,
,Malinaltepec Me'phaa,Malinaltepec Me'phaa,,tcf,
,Malo,Malo,,mla,
,Malol,Malol,,mbk,
,Maltese Sign Language,Maltese Sign Language,,mdl,
,Malua Bay,Malua Bay,,mll,
,Malvi,राजस्थानी,,mup,
,Malyangapa,Malyangapa,,yga,
,Maléku Jaíka,Maléku Jaíka,,gut,
,Mam,Mam,,mam,
,Mama,Mama,,mma,
,Mamaa,Mamaa,,mhf,
,Mamaindé,Mamaindé,,wmd,
,Mamanwa,Mamanwa,,mmn,
,Mamara Senoufo,Mamara Senoufo,,myk,
,Mamasa,Mamasa,,mqj,
,Mambae,Mambae,,mgm,
,Mambai,Mambai,,mcs,
,Mamboru,Mamboru,,mvd,
,Mambwe-Lungu,Mambwe-Lungu,,mgr,
,Mampruli,Mampruli,,maw,
,Mamuju,Mamuju,,mqx,
,Mamulique,Mamulique,,emm,
,Mamusi,Mamusi,,kdf,
,Mamvu,Mamvu,,mdi,
,Man Met,Man Met,,mml,
,Manado Malay,Manado Malay,,xmm,
,Manam,Manam,,mva,
,Manambu,Manambu,,mle,
,Manangba,Manangba,,nmm,
,Manangkari,Manangkari,,znk,
,Manchu,Manchu,,mnc,
,Manda (Australia),Manda (Australia),,zma,
,Manda (India),Manda (India),,mha,
,Manda (Tanzania),Manda (Tanzania),,mgs,
,Mandahuaca,Mandahuaca,,mht,
,Mandaic,Mandaic,,mid,
,Mandan,Mandan,,mhq,
,Mandandanyi,Mandandanyi,,zmk,
,Mandar,Mandar,,mdr,
,Mandara,Mandara,,tbf,
,Mandari,Mandari,,mqu,
,Mandarin Chinese,中文,,cmn,
,Mandaya,Mandaya,,mry,
,Mandeali,Mandeali,,mjl,
,Mander,Mander,,mqr,
,Mandingo,Mandingo,,man,
,Mandinka,Mandingo,,mnk,
,Mandjak,Mandjak,,mfv,
,Mandobo Atas,Mandobo Atas,,aax,
,Mandobo Bawah,Mandobo Bawah,,bwp,
,Manem,Manem,,jet,
,Mang,Mang,,zng,
,Manga Kanuri,Manga Kanuri,,kby,
,Mangala,Mangala,,mem,
,Mangareva,Mangareva,,mrv,
,Mangarrayi,Mangarrayi,,mpc,
,Mangas,Mangas,,zns,
,Mangayat,Mangayat,,myj,
,Mangbetu,Mangbetu,,mdj,
,Mangbutu,Mangbutu,,mdk,
,Mangerr,Mangerr,,zme,
,Mangga Buang,Mangga Buang,,mmo,
,Manggarai,Manggarai,,mqy,
,Mango,Mango,,mge,
,Mangole,Mangole,,mqc,
,Mangseng,Mangseng,,mbh,
,Mangue,Mangue,,mom,
,Manichaean Middle Persian,Manichaean Middle Persian,,xmn,
,Manide,Manide,,abd,
,Manikion,Manikion,,mnx,
,Manipa,Manipa,,mqp,
,Manipuri,মৈতৈলোন্,,mni,
,Mankanya,Mankanya,,knf,
,Mankiyali,Mankiyali,,nlm,
,Manna-Dora,Manna-Dora,,mju,
,Mannan,Mannan,,mjv,
,Mano,Mano,,mev,
,Manombai,Manombai,,woo,
,Mansaka,Mansaka,,msk,
,Mansi,Mansi,,mns,
,Mansoanka,Mansoanka,,msw,
,Manta,Manta,,myg,
,Mantsi,Mantsi,,nty,
,Manumanaw Karen,Manumanaw Karen,,kxf,
,Manya,Manya,,mzj,
,Manyawa,Manyawa,,mny,
,Manyika,Manyika,,mxc,
,Manza,Manza,,mzv,
,Mao Naga,Mao Naga,,nbi,
,Maonan,Maonan,,mmd,
,Maore Comorian,Comorian,,swb,
,Mape,Mape,,mlh,
,Mapena,Mapena,,mnm,
,Mapia,Mapia,,mpy,
,Mapidian,Mapidian,,mpw,
,Mapos Buang,Mapos Buang,,bzh,
,Mapoyo,Mapoyo,,mcg,
,Mapudungun,Mapudungun,,arn,
,Mapun,Mapun,,sjm,
,Maquiritari,Maquiritari,,mch,
,Mara Chin,Mara Chin,,mrh,
,Marachi,Marachi,,lri,
,Maraghei,Maraghei,,vmh,
,Maragus,Maragus,,mrs,
,Maram Naga,Maram Naga,,nma,
,Marama,Marama,,lrm,
,Maranao,Maranao,,mrw,
,Maranunggu,Maranunggu,,zmr,
,Mararit,Mararit,,mgb,
,Marau,Marau,,mvr,
,Marba,Marba,,mpg,
,Mardin Sign Language,Unknown language [dsz],,dsz,
,Maremgi,Maremgi,,mrx,
,Marenje,Marenje,,vmr,
,Marfa,Marfa,,mvu,
,Margany,Margany,,zmc,
,Marghi Central,Marghi Central,,mrt,
,Marghi South,Marghi South,,mfm,
,Margos-Yarowilca-Lauricocha Quechua,Margos-Yarowilca-Lauricocha Quechua,,qvm,
,Margu,Margu,,mhg,
,Mari (East Sepik Province),Mari (East Sepik Province),,mbx,
,Mari (Madang Province),Mari (Madang Province),,hob,
,Mari (Russia),Mari,,chm,
,Maria (India),Maria (India),,mrr,
,Maria (Papua New Guinea),Maria (Papua New Guinea),,mds,
,Maricopa,Maricopa,,mrc,
,Maridan,Maridan,,zmd,
,Maridjabin,Maridjabin,,zmj,
,Marik,Marik,,dad,
,Marimanindji,Marimanindji,,zmm,
,Marind,Marind,,mrz,
,Maring,Maring,,mbw,
,Maring Naga,Maring Naga,,nng,
,Maringarr,Maringarr,,zmt,
,Marino,Marino,,mrb,
,Mariri,Mariri,,mqi,
,Maritime Sign Language,Maritime Sign Language,,nsr,
,Maritsauá,Maritsauá,,msp,
,Mariyedi,Mariyedi,,zmy,
,Marka,Marka,,rkm,
,Markweeta,Markweeta,,enb,
,Marma,Marma,,rmz,
,Marovo,Marovo,,mvo,
,Marra,Marra,,mec,
,Marriammu,Marriammu,,xru,
,Marrithiyel,Marrithiyel,,mfr,
,Marrucinian,Marrucinian,,umc,
,Marsian,Marsian,,ims,
,Martha's Vineyard Sign Language,Martha's Vineyard Sign Language,,mre,
,Marti Ke,Marti Ke,,zmg,
,Martu Wangka,Martu Wangka,,mpj,
,Martuyhunira,Martuyhunira,,vma,
,Maru,Maru,,mhx,
,Marwari,Marwari,,mwr,
,Marwari (India),Marwari (India),,rwr,
,Marwari (Pakistan),Marwari (Pakistan),,mve,
,Marúbo,Marúbo,,mzr,
,Masaaba,Masaaba,,myx,
,Masadiit Itneg,Masadiit Itneg,,tis,
,Masai,Maa,,mas,
,Masalit,Masalit,,mls,
,Masana,Masana,,mcn,
,Masbatenyo,Masbatenyo,,msb,
,Mashco Piro,Mashco Piro,,cuj,
,Mashi (Nigeria),Mashi (Nigeria),,jms,
,Mashi (Zambia),Mashi (Zambia),,mho,
,Masikoro Malagasy,Masikoro Malagasy,,msh,
,Masimasi,Masimasi,,ism,
,Masiwang,Masiwang,,bnf,
,Maskelynes,Maskelynes,,klv,
,Maslam,Maslam,,msv,
,Masmaje,Masmaje,,mes,
,Massalat,Massalat,,mdg,
,Massep,Massep,,mvs,
,Matagalpa,Matagalpa,,mtn,
,Matal,Matal,,mfh,
,Matambwe,Unknown language [wtb],,wtb,
,Matbat,Matbat,,xmt,
,Matengo,Matengo,,mgv,
,Matepi,Matepi,,mqe,
,Matigsalug Manobo,Matigsalug Manobo,,mbt,
,Matipuhy,Matipuhy,,mzo,
,Matngala,Matngala,,zml,
,Mato,Mato,,met,
,Mato Grosso Arára,Mato Grosso Arára,,axg,
,Mator,Mator,,mtm,
,Matsés,Matsés,,mcf,
,Mattole,Mattole,,mvb,
,Matu Chin,Matu Chin,,hlt,
,Matukar,Matukar,,mjk,
,Matumbi,Matumbi,,mgw,
,Matya Samo,Matya Samo,,stj,
,Matís,Matís,,mpq,
,Maung,Maung,,mph,
,Mauritian Sign Language,Mauritian Sign Language,,lsy,
,Mauwake,Mauwake,,mhl,
,Mawa (Chad),Mawa (Chad),,mcw,
,Mawa (Nigeria),Mawa (Nigeria),,wma,
,Mawak,Mawak,,mjj,
,Mawan,Mawan,,mcz,
,Mawayana,Mawayana,,mzx,
,Mawchi,Mawchi,,mke,
,Mawes,Mawes,,mgk,
,Maxakalí,Maxakalí,,mbl,
,Maxi Gbe,Maxi Gbe,,mxl,
,Maya Samo,Maya Samo,,sym,
,Mayaguduna,Mayaguduna,,xmy,
,Mayangna,Mayangna,,yan,
,Mayawali,Mayawali,,yxa,
,Mayeka,Mayeka,,myc,
,Mayi-Kulan,Mayi-Kulan,,xyk,
,Mayi-Thakurti,Mayi-Thakurti,,xyt,
,Mayi-Yapi,Mayi-Yapi,,xyj,
,Mayo,Mayo,,mfy,
,Mayogo,Mayogo,,mdm,
,Mayoyao Ifugao,Mayoyao Ifugao,,ifu,
,Mazagway,Mazagway,,dkx,
,Mazaltepec Zapotec,Mazaltepec Zapotec,,zpy,
,Mazanderani,مازرونی,,mzn,
,Mazatlán Mazatec,Mazatlán Mazatec,,vmz,
,Mazatlán Mixe,Mazatlán Mixe,,mzl,
,Mba,Mba,,mfc,
,Mbala,Mbala,,mdp,
,Mbalanhu,Mbalanhu,,lnb,
,Mbandja,Mbandja,,zmz,
,Mbangala,Mbangala,,mxg,
,Mbangi,Mbangi,,mgn,
,Mbangwe,Mbangwe,,zmn,
,Mbara (Australia),Mbara (Australia),,mvl,
,Mbara (Chad),Mbara (Chad),,mpk,
,Mbariman-Gudhinma,Mbariman-Gudhinma,,zmv,
,Mbati,Mbati,,mdn,
,Mbato,Mbato,,gwa,
,Mbay,Mbay,,myb,
,Mbe,Mbe,,mfo,
,Mbe',Mbe',,mtk,
,Mbelime,Mbelime,,mql,
,Mbere,Mbere,,mdt,
,Mbesa,Mbesa,,zms,
,Mbessa,Mbessa,,emz,
,Mbo (Cameroon),Mbo (Cameroon),,mbo,
,Mbo (Democratic Republic of Congo),Mbo (Democratic Republic of Congo),,zmw,
,Mboi,Mboi,,moi,
,Mboko,Mboko,,mdu,
,Mbole,Mbole,,mdq,
,Mbonga,Mbonga,,xmb,
,Mbongno,Mbongno,,bgu,
,Mbosi,Mbosi,,mdw,
,Mbowe,Mbowe,,mxo,
,Mbre,Mbre,,mka,
,Mbudum,Mbudum,,xmd,
,Mbugu,Mbugu,,mhd,
,Mbugwe,Mbugwe,,mgz,
,Mbuk,Unknown language [bpc],,bpc,
,Mbuko,Mbuko,,mqb,
,Mbukushu,Mbukushu,,mhw,
,Mbula,Mbula,,mna,
,Mbula-Bwazza,Mbula-Bwazza,,mbu,
,Mbule,Mbule,,mlb,
,Mbulungish,Mbulungish,,mbv,
,Mbum,Mbum,,mdd,
,Mbunda,Mbunda,,mck,
,Mbunga,Mbunga,,mgy,
,Mburku,Mburku,,bbt,
,Mbuun,Mpuono,,zmp,
,Mbwela,Mbwela,,mfu,
,Mbyá Guaraní,Mbyá Guaraní,,gun,
,Me'en,Me'en,,mym,
,Medebur,Medebur,,mjm,
,Medefaidrin,Medefaidrin,,dmf,
,Media Lengua,Media Lengua,,mue,
,Median,Median,,xme,
,Mednyj Aleut,Mednyj Aleut,,mud,
,Medumba,Medumba,,byv,
,Mefele,Mefele,,mfj,
,Megam,Megam,,mef,
,Megleno Romanian,Megleno Romanian,,ruq,
,Mehek,Mehek,,nux,
,Mehináku,Mehináku,,mmh,
,Mehri,Mehri,,gdq,
,Mekeo,Mekeo,,mek,
,Mekmek,Mekmek,,mvk,
,Mekwei,Mekwei,,msf,
,Mel-Khaonh,Mel-Khaonh,,hkn,
,Mele-Fila,Mele-Fila,,mxe,
,Melo,Melo,,mfx,
,Melpa,Melpa,,med,
,Memoni,Memoni,,mby,
,Mendalam Kayan,Mendalam Kayan,,xkd,
,Mendankwe-Nkwen,Mendankwe-Nkwen,,mfd,
,Mende (Papua New Guinea),Mende (Papua New Guinea),,sim,
,Mende (Sierra Leone),Mende,,men,
,Mengaka,Mengaka,,xmg,
,Mengen,Mengen,,mee,
,Mengisa,Mengisa,,mct,
,Menka,Menka,,mea,
,Menominee,Menominee,,mez,
,Mentawai,Mentawai,,mwv,
,Menya,Menya,,mcr,
,Meoswar,Meoswar,,mvx,
,Mer,Mer,,mnu,
,Meramera,Meramera,,mxm,
,Merei,Merei,,lmb,
,Merey,Merey,,meq,
,Meriam Mir,Meriam Mir,,ulk,
,Merlav,Merlav,,mrm,
,Meroitic,Meroitic,,xmr,
,Meru,Kĩmĩrũ,,mer,
,Merwari,Merwari,,wry,
,Mesaka,Mesaka,,iyo,
,Mescalero-Chiricahua Apache,Mescalero-Chiricahua Apache,,apm,
,Mese,Mese,,mci,
,Meskwaki,Meskwaki,,sac,
,Mesme,Mesme,,zim,
,Mesmes,Mesmes,,mys,
,Mesopotamian Arabic,Mesopotamian Arabic,,acm,
,Mesqan,Mesqan,,mvz,
,Messapic,Messapic,,cms,
,Meta',metaʼ,,mgo,
,Metlatónoc Mixtec,Metlatónoc Mixtec,,mxv,
,Mewari,Mewari,,mtr,
,Mewati,Mewati,,wtm,
,Mexican Sign Language,Mexican Sign Language,,mfs,
,Meyah,Meyah,,mej,
,Mezontla Popoloca,Mezontla Popoloca,,pbe,
,Mezquital Otomi,Mezquital Otomi,,ote,
,Mfinu,Mfinu,,zmf,
,Mfumte,Mfumte,,nfu,
,Mgbolizhia,Mgbolizhia,,gmz,
,Mi'kmaq,Lʼnuiʼsuti,,mic,
,Miahuatlán Zapotec,Miahuatlán Zapotec,,zam,
,Miami,Miami,,mia,
,Mian,Mian,,mpt,
,Miani,Miani,,pla,
,Michif,Michif,,crg,
,Michigamea,Michigamea,,cmm,
,Michoacán Mazahua,Michoacán Mazahua,,mmc,
,Michoacán Nahuatl,Michoacán Nahuatl,,ncl,
,Mid Grand Valley Dani,Mid Grand Valley Dani,,dnt,
,Mid-Southern Banda,Mid-Southern Banda,,bjo,
,Middle Armenian,Middle Armenian,,axm,
,Middle Breton,Middle Breton,,xbm,
,Middle Cornish,Middle Cornish,,cnx,
,Middle Dutch,Middle Dutch,,dum,
,Middle English,Middle English,,enm,
,Middle French,Middle French,,frm,
,Middle High German,Middle High German,,gmh,
,Middle Hittite,Middle Hittite,,htx,
,Middle Irish,Middle Irish,,mga,
,Middle Khmer,Unknown language [xhm],,xhm,
,Middle Korean (10th-16th cent.),Middle Korean (10th-16th cent.),,okm,
,Middle Low German,Middle Low German,,gml,
,Middle Mongolian,Middle Mongolian,,xng,
,Middle Newar,Middle Newar,,nwx,
,Middle Watut,Middle Watut,,mpl,
,Middle Welsh,Middle Welsh,,wlm,
,Midob,Midob,,mei,
,Migaama,Migaama,,mmy,
,Migabac,Migabac,,mpp,
,Migum,Migum,,klm,
,Miju-Mishmi,Miju-Mishmi,,mxj,
,Mikasuki,Mikasuki,,mik,
,Mili,Mili,,ymh,
,Miltu,Miltu,,mlj,
,Miluk,Miluk,,iml,
,Milyan,Milyan,,imy,
,Min Bei Chinese,Min Bei Chinese,,mnp,
,Min Dong Chinese,Min Dong Chinese,,cdo,
,Min Nan Chinese,Min Nan Chinese,,nan,
,Min Zhong Chinese,Min Zhong Chinese,,czo,
,Mina (Cameroon),Mina (Cameroon),,hna,
,Minaean,Minaean,,inm,
,Minang,Minang,,xrg,
,Minangkabau,Minangkabau,,min,
,Minanibai,Minanibai,,mcv,
,Minaveha,Minaveha,,mvn,
,Minderico,Minderico,,drc,
,Mindiri,Mindiri,,mpn,
,Mingang Doso,Mingang Doso,,mko,
,Mingrelian,Mingrelian,,xmf,
,Minica Huitoto,Minica Huitoto,,hto,
,Minidien,Minidien,,wii,
,Minjungbal,Minjungbal,,xjb,
,Minkin,Minkin,,xxm,
,Minoan,Minoan,,omn,
,Minokok,Minokok,,mqq,
,Minriq,Minriq,,mnq,
,Mintil,Mintil,,mzt,
,Minz Zhuang,Minz Zhuang,,zgm,
,Miqie,Miqie,,yiq,
,Mirandese,Mirandese,,mwl,
,Miraya Bikol,Miraya Bikol,,rbl,
,Mirgan,Mirgan,,zrg,
,Miriti,Miriti,,mmv,
,Miriwoong,Miriwoong,,mep,
,Miriwoong Sign Language,Miriwoong Sign Language,,rsm,
,Mirning,Mirning,,gmr,
,Miship,Miship,,mjs,
,Misima-Panaeati,Misima-Panaeati,,mpx,
,Mising,Mising,,mrg,
,Mitla Zapotec,Mitla Zapotec,,zaw,
,Mitlatongo Mixtec,Mitlatongo Mixtec,,vmm,
,Mittu,Mittu,,mwu,
,Mituku,Mituku,,zmq,
,Miu,Miu,,mpo,
,Miwa,Miwa,,vmi,
,Mixed Great Andamanese,Mixed Great Andamanese,,gac,
,Mixtepec Mixtec,Mixtepec Mixtec,,mix,
,Mixtepec Zapotec,Mixtepec Zapotec,,zpm,
,Miya,Miya,,mkf,
,Miyako,Miyako,,mvi,
,Miyakubo Sign Language,Miyakubo Sign Language,,ehs,
,Miyobe,Miyobe,,soy,
,Mlabri,Mlabri,,mra,
,Mlahsö,Mlahsö,,lhs,
,Mlap,Mlap,,kja,
,Mlomp,Mlomp,,mlo,
,Mmaala,Mmaala,,mmu,
,Mmen,Mmen,,bfm,
,Mo'da,Mo'da,,gbn,
,Moabite,Moabite,,obm,
,Moba,Moba,,mfq,
,Mobilian,Mobilian,,mod,
,Mobumrin Aizi,Mobumrin Aizi,,ahm,
,Mobwa Karen,Mobwa Karen,,jkm,
,Mochi,Mochi,,old,
,Mochica,Mochica,,omc,
,Mocho,Mocho,,mhc,
,Mocoví,Mocoví,,moc,
,Modang,Modang,,mxd,
,Modole,Modole,,mqo,
,Moere,Moere,,mvq,
,Mofu-Gudur,Mofu-Gudur,,mif,
,Mogholi,Mogholi,,mhj,
,Mogofin,Mogofin,,mfg,
,Mogum,Mogum,,mou,
,Mohave,Mohave,,mov,
,Mohawk,Kanienʼkéha,,moh,
,Mohegan-Pequot,Mohegan-Pequot,,xpq,
,Moi (Congo),Moi (Congo),,mow,
,Moi (Indonesia),Moi (Indonesia),,mxn,
,Moi-Wadea,Dao,,daz,
,Moikodi,Moikodi,,mkp,
,Moingi,Moingi,,mwz,
,Moji,Moji,,ymi,
,Mok,Mok,,mqt,
,Mokati,Wanambre,,wnb,
,Moken,Moken,,mwt,
,Mokerang,Mokerang,,mft,
,Mokilese,Mokilese,,mkj,
,Moklen,Moklen,,mkm,
,Mokole,Mokole,,mkl,
,Mokpwe,Mokpwe,,bri,
,Moksela,Moksela,,vms,
,Moksha,мокшень кяль,,mdf,
,Molale,Molale,,mbe,
,Molbog,Molbog,,pwm,
,Moldova Sign Language,Moldova Sign Language,,vsi,
,Molengue,Molengue,,bxc,
,Molima,Molima,,mox,
,Molmo One,Molmo One,,aun,
,Molo,Molo,,zmo,
,Molof,Molof,,msl,
,Moloko,Moloko,,mlw,
,Mom Jango,Mom Jango,,ver,
,Moma,Moma,,myl,
,Momare,Momare,,msz,
,Mombo Dogon,Mombo Dogon,,dmb,
,Mombum,Mombum,,mso,
,Momina,Momina,,mmb,
,Momuna,Momuna,,mqf,
,Mon,Mon,,mnw,
,Monastic Sign Language,Monastic Sign Language,,mzg,
,Mondropolon,Mondropolon,,npn,
,Mondé,Mondé,,mnd,
,Mongo,Mongo,,lol,
,Mongol,Mongol (New Guinea),,mgt,
,Mongolia Buriat,Mongolia Buriat,,bxm,
,Mongolian Sign Language,Mongolian Sign Language,,msr,
,Mongondow,Mongondow,,mog,
,Moni,Moni,,mnz,
,Mono (Cameroon),Mono (Cameroon),,mru,
,Mono (Democratic Republic of Congo),Mono (Democratic Republic of Congo),,mnh,
,Mono (Solomon Islands),Mono (Solomon Islands),,mte,
,Mono (USA),Mono (USA),,mnr,
,Monom,Monom,,moo,
,Monsang Naga,Monsang Naga,,nmh,
,Montenegrin,српски (Црна Гора),,cnr,
,Montol,Montol,,mtl,
,Monumbo,Monumbo,,mxk,
,Monzombo,Monzombo,,moj,
,Moo,Moo,,gwg,
,Moose Cree,Moose Cree,,crm,
,Mopán Maya,Mopán Maya,,mop,
,Mor (Bomberai Peninsula),Mor (Bomberai Peninsula),,moq,
,Mor (Mor Islands),Mor (Mor Islands),,mhz,
,Moraid,Moraid,,msg,
,Morawa,Morawa,,mze,
,Morelos Nahuatl,Morelos Nahuatl,,nhm,
,Morerebi,Morerebi,,xmo,
,Moresada,Moresada,,msx,
,Mori Atas,Mori Atas,,mzq,
,Mori Bawah,Mori Bawah,,xmz,
,Morigi,Morigi,,mdb,
,Moriori,Unknown language [rrm],,rrm,
,Morisyen,kreol morisien,,mfe,
,Moro,Moro,,mor,
,Moroccan Arabic,Moroccan Arabic,,ary,
,Moroccan Sign Language,Moroccan Sign Language,,xms,
,Morokodo,Morokodo,,mgc,
,Morom,Morom,,bdo,
,Moronene,Moronene,,mqn,
,Morori,Morori,,mok,
,Morouas,Morouas,,mrp,
,Morrobalama,Morrobalama,,umg,
,Mortlockese,Mortlockese,,mrl,
,Moru,Moru,,mgd,
,Mosimo,Mosimo,,mqv,
,Moskona,Moskona,,mtj,
,Mossi,Mossi,,mos,
,Mota,Mota,,mtt,
,Motlav,Motlav,,mlv,
,Motu,Motu,,meu,
,Mouk-Aria,Mouk-Aria,,mwh,
,Moundadan Chetty,Moundadan Chetty,,cty,
,Mountain Koiali,Mountain Koiali,,kpx,
,Mouwase,Mouwase,,jmw,
,Movima,Movima,,mzp,
,Moyadan Itneg,Moyadan Itneg,,ity,
,Moyon Naga,Moyon Naga,,nmo,
,Mozambican Sign Language,Mozambican Sign Language,,mzy,
,Mozarabic,Mozarabic,,mxi,
,Mpade,Mpade,,mpi,
,Mpalitjanh,Mpalitjanh,,xpj,
,Mpi,Mpi,,mpz,
,Mpiemo,Mpiemo,,mcx,
,Mpinda,Mpinda,,pnd,
,Mpoto,Mpoto,,mpa,
,Mpotovoro,Mpotovoro,,mvt,
,Mpumpong,Mpumpong,,mgg,
,Mpur,Mpur,,akc,
,Mro-Khimi Chin,Mro-Khimi Chin,,cmr,
,Mru,Mru,,mro,
,Mser,Mser,,kqx,
,Mt. Iraya Agta,Mt. Iraya Agta,,atl,
,Mt. Iriga Agta,Mt. Iriga Agta,,agz,
,Muak Sa-aak,Muak Sa-aak,,ukk,
,Mualang,Mualang,,mtd,
,Mubami,Mubami,,tsx,
,Mubi,Mubi,,mub,
,Muda,Muda,,ymd,
,Mudburra,Mudburra,,dmw,
,Mudhili Gadaba,Mudhili Gadaba,,gau,
,Mudu Koraga,Mudu Koraga,,vmd,
,Muduga,Muduga,,udg,
,Mufian,Mufian,,aoj,
,Mugom,Mugom,,muk,
,Muinane,Muinane,,bmr,
,Mukha-Dora,Mukha-Dora,,mmk,
,Mukulu,Mukulu,,moz,
,Mulaha,Mulaha,,mfw,
,Mulam,Mulam,,mlm,
,Mulao,Mulao,,giu,
,Mulgi,Mulgi,,mvh,
